Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
64,2,1,1,1,61074.0,1102.0,4831.0,37,789,0,133,0.0,28,126.5,11,5,8,7,0,7,1
58,4,1,1,2,31686.0,17.0,4174.0,31,11,0,5,0.0,0,1.0,1,0,3,2,0,6,0
50,2,1,1,1,80134.0,1690.0,4555.0,40,1218,16,272,104.0,0,80.0,5,3,6,2,3,6,1
69,2,1,1,1,75027.0,1390.0,4686.0,74,925,64,179,120.5,12,77.0,9,4,6,2,0,5,1
34,4,1,0,0,67546.0,2126.0,4817.0,90,864,81,556,120.5,38,126.5,4,10,5,1,0,3,2
53,3,1,1,1,65176.0,1531.0,4758.0,57,960,28,183,120.5,70,70.0,9,6,6,4,0,6,1
47,3,0,1,1,31160.0,64.0,4436.0,59,16,3,25,6.0,1,13.0,2,0,3,2,0,8,0
37,2,0,1,1,29938.0,26.0,4395.0,52,3,3,7,0.0,2,11.0,1,0,3,2,0,6,0
48,2,0,0,0,102692.0,1112.0,4600.0,5,168,81,444,32.0,81,126.5,6,9,13,1,4,2,2
64,1,1,0,0,26490.0,210.0,4795.0,92,45,47,52,21.0,20,25.0,3,1,5,2,0,6,1
55,2,1,1,2,75702.0,1148.0,4819.0,77,650,28,353,45.0,42,30.0,4,6,11,5,0,8,1
48,4,0,1,1,30899.0,33.0,4774.0,35,24,0,8,0.0,0,1.0,1,0,3,2,0,6,0
61,4,1,1,1,63342.0,1101.0,4771.0,48,918,21,118,13.0,10,21.0,8,3,5,3,1,6,1
58,2,0,1,1,45989.0,322.0,4765.0,97,138,33,87,28.0,24,12.0,3,2,7,4,0,3,1
58,2,0,1,2,18701.0,44.0,4540.0,95,12,4,2,10.0,6,10.0,2,0,4,4,0,5,0
65,4,0,1,3,40737.0,17.0,4353.0,24,11,0,4,0.0,0,2.0,1,0,2,1,0,8,0
43,2,0,1,1,15287.0,31.0,4777.0,60,1,2,8,4.0,3,13.0,1,1,2,2,1,7,0
54,4,0,1,2,69674.0,845.0,4553.0,46,554,41,215,11.0,0,24.0,10,2,10,3,0,5,1
52,3,1,1,1,44159.0,275.0,4162.0,85,167,2,62,24.0,13,7.0,4,1,6,4,0,5,1
44,4,1,1,1,37717.0,25.0,4733.0,31,9,0,6,4.0,1,5.0,1,0,2,1,0,9,0
70,3,1,1,2,43776.0,275.0,4661.0,9,177,2,71,3.0,2,20.0,5,2,4,6,0,8,1
56,3,1,1,2,38179.0,90.0,4622.0,30,38,4,22,4.0,2,20.0,3,1,3,4,0,7,0
59,2,1,0,0,80124.0,1495.0,4153.0,47,483,81,398,120.5,81,126.5,3,7,8,1,1,1,2
52,4,1,1,2,38097.0,184.0,4772.0,70,77,2,35,0.0,1,69.0,3,2,2,4,1,7,0
52,2,1,0,0,72940.0,981.0,4525.0,13,182,74,298,120.5,81,116.0,3,3,6,1,0,1,2
52,2,1,1,1,22070.0,67.0,4418.0,11,10,7,19,8.0,2,21.0,2,2,2,2,0,6,0
69,2,0,0,0,69267.0,1635.0,4795.0,31,778,44,499,95.0,73,126.5,3,4,5,2,0,7,2
39,3,0,1,1,31788.0,60.0,4251.0,15,16,7,23,0.0,8,6.0,3,0,4,3,0,5,0
47,4,1,1,1,61905.0,231.0,4295.0,2,167,0,43,6.0,2,13.0,4,2,4,2,0,5,0
62,2,1,1,2,29315.0,48.0,4234.0,55,13,2,14,8.0,7,4.0,2,0,4,4,0,6,0
59,2,0,1,2,33378.0,99.0,4658.0,38,33,6,40,3.0,7,10.0,2,0,4,3,0,7,0
59,4,1,1,1,66313.0,770.0,4436.0,86,625,7,99,10.0,22,7.0,6,3,12,2,0,4,1
66,2,0,0,0,60714.0,957.0,4678.0,56,216,81,224,101.0,81,126.5,7,4,10,2,0,5,2
41,3,1,0,0,77882.0,818.0,4210.0,29,68,81,396,120.5,22,15.0,3,3,5,1,0,1,2
36,4,0,0,0,69867.0,925.0,4603.0,30,196,0,512,33.0,81,54.0,3,5,8,1,1,1,2
54,3,0,1,1,63841.0,908.0,4584.0,64,635,15,100,20.0,7,126.5,9,3,9,1,0,6,1
41,0,1,1,1,24480.0,102.0,4653.0,46,4,19,9,28.0,25,17.0,3,0,4,3,0,7,0
46,2,1,1,1,51369.0,576.0,4762.0,84,297,7,79,0.0,11,126.5,8,2,4,2,0,8,1
76,2,1,0,0,37760.0,317.0,4817.0,20,84,5,38,120.5,12,28.0,4,1,6,2,0,7,1
48,4,1,1,1,65640.0,461.0,4270.0,74,204,7,149,20.0,15,66.0,5,1,8,1,0,2,1
47,3,1,1,2,44319.0,37.0,4223.0,18,26,0,8,0.0,0,3.0,2,0,3,2,0,5,0
48,2,1,1,1,30631.0,70.0,4502.0,75,15,6,20,4.0,5,20.0,3,1,2,1,0,7,0
70,2,1,0,0,75278.0,930.0,4666.0,17,304,81,230,120.5,74,74.0,6,3,13,1,0,3,2
66,3,1,1,2,50898.0,859.0,4687.0,88,285,28,242,55.0,81,126.5,6,2,12,13,0,5,1
56,2,0,0,0,79946.0,1478.0,4198.0,19,395,81,556,120.5,81,28.0,5,11,5,1,0,3,2
73,3,0,0,0,35416.0,390.0,4531.0,62,248,3,81,4.0,3,51.0,7,1,5,3,0,8,1
38,1,1,0,0,32414.0,52.0,4510.0,11,20,6,5,0.0,9,12.0,1,0,3,1,1,7,0
53,2,1,1,1,38361.0,137.0,4334.0,74,39,0,56,20.0,8,14.0,3,1,3,3,0,7,0
42,2,1,0,0,82497.0,1919.0,4756.0,32,777,81,556,120.5,21,126.5,2,7,9,1,1,4,2
51,2,1,1,2,16626.0,68.0,4315.0,76,8,3,22,21.0,1,13.0,3,0,3,3,0,9,0
57,2,1,1,2,29672.0,25.0,4624.0,6,9,1,3,0.0,4,8.0,0,0,3,1,0,6,0
70,3,1,1,1,55951.0,1374.0,4825.0,62,1225,0,80,0.0,13,40.0,3,6,11,3,2,8,1
34,1,0,1,1,35388.0,32.0,4629.0,20,6,4,7,4.0,3,8.0,1,0,3,1,0,7,0
36,3,1,1,1,42386.0,100.0,4682.0,43,65,4,16,0.0,4,11.0,3,0,3,1,0,8,0
40,2,0,0,0,68627.0,825.0,4683.0,45,395,15,263,60.0,54,38.0,2,3,6,1,0,1,2
57,4,0,1,1,57912.0,916.0,4254.0,34,801,0,80,0.0,0,35.0,8,3,12,5,1,5,1
64,2,0,1,2,35246.0,62.0,4224.0,53,36,0,12,2.0,2,10.0,3,1,3,4,0,5,0
66,1,1,1,1,58821.0,728.0,4410.0,44,513,14,154,19.0,0,28.0,9,2,9,1,0,6,1
44,4,1,1,1,46377.0,90.0,4270.0,89,37,0,46,4.0,3,0.0,2,1,3,1,0,4,0
34,2,0,1,1,39747.0,273.0,4227.0,43,80,15,93,20.0,13,52.0,5,1,4,3,0,8,1
38,2,1,1,1,23976.0,66.0,4334.0,68,14,1,21,2.0,3,25.0,3,1,3,3,0,7,0
61,3,1,0,0,80950.0,1213.0,4608.0,44,525,81,112,120.5,81,63.0,6,7,9,1,1,2,2
56,2,0,0,0,27038.0,107.0,4799.0,64,1,26,25,17.0,23,15.0,3,0,3,1,0,9,0
75,2,0,0,0,77457.0,1157.0,4266.0,85,675,11,400,15.0,45,11.0,2,5,10,1,1,1,2
58,3,1,1,1,64100.0,546.0,4442.0,93,509,0,27,0.0,0,10.0,8,3,6,1,1,7,1
30,3,1,0,0,42670.0,241.0,4578.0,12,154,2,46,20.0,4,15.0,4,2,4,1,0,4,0
46,2,0,1,1,12571.0,53.0,4312.0,86,3,5,14,2.0,12,17.0,3,1,3,4,0,6,0
55,2,1,1,3,22574.0,37.0,4394.0,28,25,0,8,2.0,0,2.0,2,0,3,2,0,7,0
33,2,1,0,0,51381.5,1611.0,4541.0,69,861,81,461,60.0,30,61.0,6,5,12,1,2,3,2
46,3,0,0,0,70893.0,1508.0,4658.0,42,768,44,556,77.0,44,14.0,6,6,10,1,0,3,2
56,2,1,1,2,54198.0,235.0,4344.0,13,185,0,28,3.0,2,17.0,3,1,6,6,0,4,0
66,3,1,1,2,28839.0,32.0,4260.0,86,24,0,7,0.0,0,1.0,2,0,3,2,0,5,0
50,2,1,1,2,40321.0,102.0,4485.0,59,44,4,21,6.0,0,27.0,3,0,3,2,0,7,0
37,2,0,1,1,66503.0,401.0,4834.0,30,91,64,128,65.0,3,50.0,4,3,6,2,0,3,1
71,2,1,1,2,30833.0,28.0,4498.0,33,11,0,7,3.0,1,6.0,1,0,3,2,0,5,0
52,2,0,1,3,51381.5,1052.0,4460.0,67,738,20,172,52.0,50,20.0,2,3,10,6,2,7,1
51,2,1,1,1,64795.0,680.0,4678.0,23,412,5,119,38.0,29,77.0,3,3,12,3,0,2,1
48,2,1,1,1,34421.0,30.0,4513.0,81,3,3,7,6.0,2,9.0,1,0,2,1,0,7,0
57,4,0,1,2,47025.0,20.0,4290.0,6,16,0,3,0.0,0,1.0,1,0,2,1,0,7,0
61,4,0,1,1,64325.0,1307.0,4657.0,41,731,60,353,78.0,12,73.0,10,3,5,5,0,7,1
69,2,0,1,1,40464.0,630.0,4684.0,78,424,17,118,7.0,23,41.0,8,2,8,6,0,8,1
65,2,1,0,0,62187.0,1283.0,4509.0,49,792,0,275,45.0,45,126.0,4,8,5,1,0,3,2
46,4,0,1,1,14849.0,65.0,4512.0,39,21,2,28,3.0,2,9.0,2,0,4,3,0,8,0
38,2,1,1,1,27255.0,37.0,4384.0,3,22,1,11,0.0,1,2.0,1,0,3,1,0,7,0
72,4,1,1,3,54432.0,38.0,4566.0,37,33,0,5,0.0,0,0.0,1,0,3,1,0,4,0
36,4,0,1,1,29999.0,160.0,4651.0,22,68,7,59,10.0,5,11.0,3,1,4,4,0,8,0
39,2,0,1,1,24072.0,23.0,4589.0,79,9,1,6,3.0,0,4.0,1,0,2,1,0,8,0
33,4,0,0,0,33996.0,71.0,4441.0,46,40,2,15,8.0,0,6.0,1,1,3,1,0,4,0
66,4,1,1,1,66334.0,1161.0,4602.0,82,909,11,218,0.0,0,23.0,9,3,5,2,0,5,1
51,3,1,1,1,35178.0,59.0,4685.0,10,23,1,13,2.0,2,18.0,1,1,2,1,1,7,0
39,2,1,1,1,22010.0,33.0,4514.0,51,11,2,9,3.0,0,8.0,2,0,3,2,0,8,0
62,2,0,1,2,62204.0,946.0,4805.0,38,317,46,247,120.5,46,126.5,4,5,12,1,0,3,1
54,2,0,0,0,75693.0,1442.0,4720.0,10,797,81,293,72.0,81,30.0,11,4,6,1,3,4,2
50,2,1,1,1,30675.0,62.0,4744.0,14,10,2,16,11.0,2,21.0,1,0,3,1,0,8,0
57,2,1,0,0,83003.0,1674.0,4633.0,18,856,61,556,40.0,25,122.0,7,6,8,1,1,3,2
90,4,1,0,0,83532.0,1853.0,4426.0,36,755,81,556,104.0,64,126.5,4,6,4,1,1,1,2
34,2,0,0,0,68655.0,1538.0,4838.0,95,456,19,556,75.0,81,38.0,4,5,11,1,0,3,2
36,2,0,0,0,41411.0,139.0,4354.0,11,37,32,38,11.0,3,18.0,2,1,4,1,0,6,0
53,4,1,1,1,55212.0,1182.0,4733.0,65,1103,0,45,0.0,0,34.0,4,2,11,3,2,8,1
72,4,1,1,1,59292.0,507.0,4531.0,71,378,14,68,19.0,14,14.0,3,5,8,2,0,3,1
49,0,1,1,1,27190.0,18.0,4468.0,13,1,6,7,0.0,1,3.0,1,0,2,1,1,8,0
70,2,0,0,0,82623.0,940.0,4381.0,58,204,34,204,120.5,81,126.5,2,9,4,1,0,1,2
57,2,1,1,2,44300.0,42.0,4521.0,65,30,0,9,0.0,0,3.0,1,0,3,2,0,6,0
52,2,0,0,0,84835.0,1190.0,4163.0,0,189,81,379,111.0,81,126.5,4,4,6,1,0,1,2
51,2,0,1,2,30372.0,44.0,4701.0,33,15,0,12,7.0,3,7.0,2,0,3,3,0,7,0
46,3,1,1,1,33181.0,16.0,4327.0,90,9,0,3,0.0,0,4.0,1,0,2,1,1,6,0
65,2,1,1,1,71113.0,835.0,4344.0,95,495,33,255,11.0,33,8.0,6,7,9,4,0,4,1
36,2,1,1,1,71952.0,1443.0,4685.0,93,656,80,455,52.0,81,93.0,8,4,8,2,2,4,2
56,4,0,0,0,69759.0,1029.0,4394.0,38,452,20,514,13.0,30,0.0,4,6,5,3,0,3,2
48,2,1,0,0,72099.0,1188.0,4760.0,18,546,81,410,119.0,0,22.0,3,4,10,1,0,1,2
46,4,0,1,1,60000.0,1277.0,4704.0,57,1048,0,217,0.0,0,12.0,11,3,5,5,0,6,1
44,2,0,1,2,38643.0,49.0,4362.0,45,22,2,14,0.0,1,10.0,2,0,3,2,0,7,0
67,2,1,1,1,50737.0,99.0,4564.0,61,78,0,11,0.0,0,10.0,2,0,4,1,1,6,0
53,4,1,0,0,68462.0,1670.0,4714.0,6,561,64,556,84.0,81,48.0,3,3,8,1,0,1,2
79,3,1,0,0,65073.0,900.0,4463.0,65,629,17,177,69.0,0,8.0,5,3,5,1,0,2,2
74,4,1,1,2,46681.0,425.0,4414.0,52,269,15,69,15.0,19,38.0,4,6,4,2,0,5,1
65,2,1,0,0,78618.0,2153.0,4789.0,87,736,81,556,120.5,81,61.0,4,7,10,1,1,2,2
53,4,0,1,1,62187.0,636.0,4249.0,38,512,0,83,0.0,0,41.0,6,2,10,3,0,4,1
44,2,1,1,2,28442.0,57.0,4275.0,53,19,3,10,11.0,8,6.0,2,1,4,3,0,4,0
44,4,1,1,1,37717.0,25.0,4733.0,31,9,0,6,4.0,1,5.0,1,0,2,1,0,9,0
55,2,1,1,2,51479.0,494.0,4698.0,67,247,8,160,6.0,8,65.0,6,3,6,7,0,7,1
53,2,0,1,1,54803.0,693.0,4827.0,65,404,0,92,28.0,27,126.5,6,2,9,2,0,4,1
62,2,1,0,0,79530.0,1348.0,4558.0,64,333,0,556,120.5,42,29.0,4,10,11,1,0,2,2
46,2,0,1,1,31615.0,51.0,4620.0,82,2,3,20,6.0,11,9.0,2,0,3,2,0,7,0
60,2,1,0,0,72025.0,1932.0,4739.0,27,833,33,549,120.5,81,126.5,4,3,8,1,0,3,2
47,4,0,1,1,52614.0,990.0,4725.0,63,789,0,142,12.0,9,38.0,2,4,8,2,0,8,1
38,1,1,1,1,35684.0,30.0,4218.0,66,10,4,7,0.0,6,3.0,1,0,3,1,0,6,0
47,2,1,1,2,48178.0,254.0,4759.0,69,159,4,45,6.0,2,38.0,5,1,4,6,0,8,1
52,3,0,1,1,29548.0,29.0,4454.0,52,7,1,6,3.0,1,11.0,1,1,2,1,1,4,0
56,2,0,1,1,63810.0,1371.0,4745.0,45,977,12,253,16.0,12,101.0,4,3,12,4,1,8,1
50,4,0,1,2,38578.0,73.0,4522.0,2,38,4,22,3.0,3,3.0,3,0,3,3,0,8,0
47,3,0,1,2,46098.0,120.0,4830.0,86,57,0,27,0.0,0,36.0,3,2,2,4,0,8,0
52,2,0,0,0,22585.0,81.0,4618.0,23,3,9,15,13.0,2,39.0,1,1,2,1,1,9,0
33,2,0,1,1,30279.0,37.0,4696.0,13,10,4,14,4.0,4,1.0,1,0,3,1,0,8,0
61,4,1,1,1,66426.0,1377.0,4420.0,14,1043,24,97,32.0,24,126.5,3,5,10,2,0,6,1
53,2,0,1,1,30822.0,51.0,4530.0,92,3,9,13,2.0,12,12.0,1,0,3,1,0,7,0
53,4,1,1,2,33581.0,17.0,4687.0,38,11,0,5,0.0,0,1.0,1,0,2,1,0,8,0
37,2,1,1,1,19986.0,22.0,4377.0,74,3,6,5,0.0,2,6.0,0,0,3,1,0,7,0
68,2,0,0,0,27421.0,324.0,4714.0,14,43,12,96,78.0,40,55.0,4,1,6,3,0,7,1
49,1,1,1,3,35688.0,211.0,4826.0,94,73,3,90,12.0,1,32.0,4,1,4,7,0,8,1
41,3,0,1,1,36143.0,19.0,4241.0,33,12,0,1,0.0,0,6.0,0,1,2,1,0,3,0
51,2,0,1,1,10245.0,41.0,4560.0,32,4,7,7,6.0,4,13.0,1,2,2,3,0,5,0
54,3,1,1,1,43795.0,492.0,4406.0,11,314,11,53,4.0,3,107.0,7,3,4,3,1,7,1
62,2,1,1,1,63381.0,1005.0,4782.0,78,571,50,142,33.0,50,126.5,4,5,13,4,0,2,1
73,2,1,1,1,38823.0,114.0,4818.0,56,70,0,11,2.0,8,23.0,2,1,3,1,0,6,0
54,4,0,1,2,83664.0,1173.0,4567.0,57,866,21,151,28.0,21,86.0,2,2,12,3,0,5,1
43,2,1,0,0,90300.0,1738.0,4327.0,7,594,81,556,33.0,81,57.0,5,6,8,0,1,1,2
43,3,1,1,1,62499.0,222.0,4352.0,0,140,4,61,0.0,13,4.0,3,1,6,2,0,4,0
29,2,0,0,0,74293.0,1127.0,4206.0,66,375,81,335,93.0,81,81.0,5,4,6,1,0,2,2
76,4,1,0,0,51012.0,209.0,4587.0,86,102,9,63,2.0,9,24.0,4,1,4,1,0,6,1
54,3,1,1,1,70777.0,787.0,4274.0,80,554,35,113,0.0,7,78.0,5,3,12,3,0,3,1
31,4,1,0,0,68682.0,1598.0,4416.0,56,919,0,505,99.0,30,45.0,4,9,10,1,0,2,2
51,2,1,1,2,43824.0,186.0,4802.0,18,96,1,42,12.0,3,32.0,3,1,4,4,0,8,0
38,2,1,1,1,15345.0,47.0,4817.0,51,5,2,16,3.0,2,19.0,1,1,2,2,0,8,0
35,2,0,1,1,23442.0,27.0,4702.0,71,2,0,6,8.0,6,5.0,1,0,3,1,0,7,0
42,1,1,1,1,14515.0,96.0,4747.0,71,6,4,9,6.0,36,35.0,2,2,3,4,0,7,0
66,1,0,1,2,31395.0,64.0,4613.0,80,23,1,25,0.0,8,7.0,2,1,3,4,0,6,0
57,2,1,0,0,75276.0,1040.0,4790.0,2,610,81,125,120.5,42,21.0,9,4,9,1,0,5,2
48,2,0,1,2,42373.0,163.0,4468.0,83,67,5,61,3.0,8,19.0,2,1,5,5,0,5,0
62,2,1,0,0,30507.0,343.0,4625.0,29,65,36,74,38.0,20,110.0,5,1,4,1,0,7,1
67,4,0,1,3,55521.0,446.0,4400.0,11,416,0,26,0.0,0,4.0,6,3,6,9,1,7,1
57,2,1,1,2,48006.0,41.0,4170.0,55,23,0,11,3.0,2,2.0,1,0,3,1,0,6,0
50,4,0,1,1,27213.0,70.0,4818.0,19,19,3,26,10.0,9,3.0,2,0,4,3,0,8,0
51,4,0,1,2,65808.0,272.0,4180.0,1,155,7,80,13.0,7,10.0,5,1,5,3,0,6,1
48,4,1,1,1,30351.0,46.0,4538.0,19,14,0,24,3.0,3,2.0,3,0,2,1,0,9,0
59,2,1,1,2,50437.0,490.0,4770.0,28,370,9,92,6.0,9,4.0,7,1,8,3,0,7,1
40,1,0,1,1,23616.0,79.0,4739.0,76,4,22,11,3.0,7,32.0,3,0,3,2,0,8,0
46,2,1,1,1,53858.0,915.0,4747.0,50,407,53,221,58.0,81,26.0,4,3,6,4,0,4,1
67,4,1,1,1,66465.0,1485.0,4606.0,1,1200,0,204,38.0,29,14.0,11,9,12,3,1,6,1
35,2,0,1,1,46923.0,369.0,4826.0,90,85,44,54,102.0,78,6.0,5,1,7,3,0,7,1
60,2,1,1,1,75072.0,1073.0,4672.0,83,583,34,309,0.0,22,125.0,5,4,8,2,0,3,1
79,4,1,0,0,75865.0,1242.0,4240.0,73,483,0,556,120.5,0,12.0,3,5,10,1,0,1,2
47,1,1,1,1,19789.0,78.0,4371.0,24,2,5,9,28.0,6,28.0,2,1,3,3,1,5,0
28,2,1,0,0,80134.0,1378.0,4285.0,11,966,26,282,52.0,26,26.0,2,7,11,1,4,5,2
41,2,0,0,0,91065.0,1474.0,4642.0,33,822,81,108,120.5,81,114.0,7,9,9,1,2,3,2
51,3,1,1,2,49505.0,751.0,4631.0,4,604,0,100,19.0,0,28.0,10,2,8,9,0,8,1
49,4,1,1,1,37401.0,48.0,4204.0,14,19,3,19,3.0,1,3.0,2,0,3,2,0,7,0
39,2,1,1,1,30096.0,45.0,4188.0,30,5,3,11,12.0,5,9.0,2,0,3,1,0,6,0
40,3,1,1,1,18492.0,10.0,4174.0,75,2,2,2,2.0,1,1.0,1,0,2,1,0,8,0
48,3,1,0,0,82584.0,1435.0,4540.0,26,1076,68,103,29.0,81,68.0,3,4,8,1,2,1,2
81,4,1,0,0,93027.0,2119.0,4592.0,77,1225,42,556,55.0,0,21.0,7,10,5,0,1,2,2
69,2,1,1,3,48686.0,20.0,4357.0,8,10,0,7,2.0,0,1.0,1,0,2,1,0,8,0
36,2,1,0,0,92910.0,1795.0,4216.0,42,551,81,556,120.5,81,33.0,6,7,13,1,3,1,2
33,2,1,1,1,75433.0,1188.0,4235.0,28,800,0,297,0.0,34,57.0,2,5,10,2,2,6,1
33,1,1,1,1,10404.0,43.0,4206.0,52,2,2,11,10.0,6,12.0,1,0,4,2,0,5,0
54,2,1,1,1,61314.0,1008.0,4580.0,1,378,0,189,97.0,81,126.5,5,5,12,2,0,3,1
61,4,0,0,0,84865.0,1688.0,4566.0,1,1225,16,349,43.0,16,16.0,2,4,9,1,4,4,2
33,2,1,1,1,42387.0,684.0,4758.0,42,235,0,235,19.0,4,126.5,8,1,7,5,0,8,1
55,1,1,1,2,67309.0,1082.0,4672.0,76,515,47,181,120.5,81,95.0,9,6,9,15,0,7,1
58,2,1,1,1,75236.0,1068.0,4366.0,27,438,66,400,12.0,38,114.0,8,3,13,1,0,4,2
52,2,0,1,1,30015.0,57.0,4297.0,28,25,0,22,2.0,3,5.0,1,0,4,2,0,5,0
66,3,1,1,1,50943.0,46.0,4523.0,49,31,0,7,2.0,0,6.0,1,0,3,1,0,5,0
56,2,0,1,1,67272.0,733.0,4340.0,12,357,35,271,28.0,28,14.0,6,2,12,3,0,5,1
73,3,0,1,1,51529.0,467.0,4445.0,14,400,4,35,6.0,0,22.0,9,1,5,2,0,8,1
51,4,1,1,1,32011.0,122.0,4461.0,89,99,0,15,2.0,1,5.0,2,1,4,3,0,7,0
36,1,1,1,1,7500.0,36.0,4657.0,96,1,11,5,4.0,6,9.0,2,0,3,2,0,8,0
33,2,1,1,1,28691.0,34.0,4510.0,56,5,4,13,8.0,0,4.0,1,0,3,1,0,8,0
74,4,1,1,1,56223.0,156.0,4341.0,72,77,28,31,16.0,0,4.0,2,1,5,2,0,4,0
76,2,1,0,0,18100.0,14.0,4477.0,14,3,1,2,4.0,3,1.0,0,0,3,1,0,5,0
33,2,0,1,1,30279.0,37.0,4696.0,13,10,4,14,4.0,4,1.0,1,0,3,1,0,8,0
48,1,1,0,0,20130.0,34.0,4254.0,99,0,6,3,7.0,6,12.0,1,0,3,1,0,8,0
63,2,0,0,0,23295.0,20.0,4501.0,72,0,0,1,2.0,12,5.0,1,0,2,1,0,8,0
50,3,0,1,1,42618.0,192.0,4413.0,92,76,14,74,13.0,5,10.0,5,0,4,2,0,8,0
58,2,0,0,0,81246.0,1379.0,4332.0,87,398,81,537,61.0,81,37.0,4,5,7,1,2,1,2
46,2,1,1,1,24027.0,48.0,4535.0,7,14,7,11,11.0,0,5.0,2,0,3,2,0,8,0
69,4,1,1,1,55707.0,428.0,4339.0,91,208,7,82,30.0,66,35.0,3,2,9,2,0,3,1
67,2,0,1,1,57959.0,868.0,4573.0,71,430,16,322,43.0,24,33.0,4,7,11,5,0,3,1
53,2,1,1,1,56796.0,1001.0,4648.0,24,656,38,161,62.0,47,37.0,8,9,7,3,0,7,1
51,3,0,1,1,36230.0,59.0,4405.0,17,14,2,30,8.0,2,3.0,2,0,4,1,0,5,0
42,1,1,1,2,70829.0,431.0,4360.0,87,141,70,106,72.0,19,23.0,4,2,8,2,0,3,1
46,2,1,1,1,65991.0,971.0,4810.0,21,507,19,364,25.0,47,9.0,9,5,10,3,0,7,1
50,2,1,1,3,38988.0,348.0,4828.0,90,164,24,103,12.0,3,42.0,5,1,6,7,0,8,1
56,1,0,0,0,89572.0,2059.0,4802.0,44,606,24,556,120.5,81,64.0,7,7,9,1,2,4,2
38,3,1,1,1,42207.0,265.0,4604.0,71,116,11,72,3.0,17,46.0,4,1,5,4,1,6,1
70,2,1,1,1,50300.0,270.0,4185.0,52,143,15,60,24.0,23,5.0,2,1,8,2,0,2,1
40,1,1,0,0,66664.0,1289.0,4792.0,78,398,81,447,120.5,81,32.0,5,7,6,1,0,3,2
58,2,1,1,1,60597.0,893.0,4329.0,2,522,0,257,32.0,16,66.0,2,2,8,4,1,7,1
73,2,0,0,0,70165.0,926.0,4430.0,60,161,0,253,120.5,81,122.0,3,7,11,1,0,1,2
64,4,0,1,1,50520.0,135.0,4302.0,25,112,0,6,2.0,1,14.0,3,1,3,2,0,6,0
59,2,1,0,0,80124.0,1495.0,4153.0,47,483,81,398,120.5,81,126.5,3,7,8,1,1,1,2
47,2,1,1,1,33183.0,120.0,4275.0,46,7,5,39,17.0,15,37.0,4,0,3,2,0,7,0
53,4,0,0,0,66582.0,1288.0,4268.0,83,789,25,420,16.0,38,0.0,2,8,9,1,0,1,2
67,4,1,0,0,75261.0,1743.0,4582.0,17,1225,17,413,23.0,34,17.0,5,6,5,1,2,2,2
52,2,0,1,1,31880.0,15.0,4756.0,13,4,1,5,2.0,0,3.0,1,0,2,1,0,8,0
71,2,1,1,2,53790.0,542.0,4265.0,86,335,42,127,28.0,5,5.0,7,2,8,3,0,6,1
51,4,1,1,1,49269.0,890.0,4833.0,92,639,8,166,11.0,8,58.0,7,3,12,3,0,7,1
47,2,1,1,1,61456.0,1388.0,4609.0,47,563,76,384,84.0,81,89.0,6,10,13,4,0,4,2
42,2,1,1,1,37406.0,17.0,4412.0,18,2,0,8,2.0,2,3.0,1,0,2,1,0,8,0
41,4,1,1,1,56937.0,906.0,4844.0,81,746,8,125,11.0,8,8.0,8,6,9,7,1,6,1
44,2,1,1,2,38415.0,44.0,4693.0,91,22,1,13,4.0,0,4.0,1,0,3,2,0,7,0
34,2,0,1,1,20518.0,25.0,4192.0,58,4,1,6,4.0,1,9.0,1,1,2,1,0,5,0
66,2,1,1,1,62503.0,973.0,4646.0,40,478,0,193,110.0,75,117.0,8,3,11,4,0,5,1
50,4,0,1,2,41644.0,31.0,4201.0,67,20,3,4,2.0,0,2.0,1,0,3,2,0,3,0
45,3,1,1,1,55842.0,518.0,4187.0,19,451,0,39,0.0,4,24.0,7,1,8,1,0,5,1
50,4,1,1,1,62010.0,530.0,4764.0,93,371,22,39,6.0,0,92.0,6,2,7,4,0,5,1
45,2,1,1,1,41124.0,506.0,4756.0,41,281,7,84,15.0,0,119.0,7,3,4,7,0,8,1
49,3,1,1,1,38961.0,70.0,4331.0,60,19,7,19,0.0,1,24.0,2,1,2,1,0,7,0
50,3,0,1,1,37760.0,54.0,4472.0,54,26,3,13,2.0,10,0.0,2,0,3,1,0,6,0
48,2,0,1,1,32233.0,296.0,4829.0,26,138,15,35,25.0,11,72.0,6,2,2,2,1,9,1
47,2,1,1,1,43057.0,266.0,4392.0,30,213,2,44,0.0,2,5.0,4,2,5,4,0,5,0
62,3,1,0,0,83151.0,747.0,4777.0,93,407,28,100,120.0,74,18.0,5,9,4,1,0,3,2
58,4,0,0,0,78825.0,895.0,4803.0,35,483,74,114,120.5,37,18.0,5,10,13,1,0,3,2
46,3,1,1,1,65104.0,1053.0,4377.0,4,738,0,232,13.0,20,50.0,3,5,7,2,0,7,1
48,2,1,1,1,60093.0,735.0,4518.0,92,502,12,109,16.0,6,90.0,7,2,10,2,0,6,1
53,2,1,1,1,14045.0,20.0,4304.0,24,11,0,5,2.0,1,1.0,1,0,3,1,0,7,0
70,1,0,0,0,28457.0,205.0,4759.0,96,24,1,108,29.0,29,14.0,4,1,4,1,0,8,0
